
20080109,2,6,8,SHINING DRAGON,CC181,K T Yeung,C W Chang,114,1015,6,1.11.20,32,7,NA,NA,NA,NA,NA,6.25,2008010902
20080109,2,7,9,GANBARIA,E052,Y T Cheng,D Cruz,118,1171,4,1.11.20,8.2,2,NA,NA,NA,NA,NA,6.75,2008010902
20080109,2,8,11,HEADINGLEY,H264,A Delpech,A T Millard,116,1077,12,1.11.30,41,NA,NA,NA,NA,NA,NA,6.75,2008010902
20080109,2,9,1,KINGSTON WINNER,CC024,W M Lai,T K Ng,128,1057,11,1.11.30,34,3,NA,NA,NA,NA,NA,7,2008010902
20080109,2,10,3,SOLDIER ON,CD230,K L Chui,D J Hall,120,1099,8,1.11.30,24,10,NA,NA,NA,NA,NA,7,2008010902
20080109,2,11,7,INSIDER,G112,D Whyte,C S Shum,121,1052,5,1.11.90,19,NA,NA,NA,NA,NA,NA,10.75,2008010902
20080109,2,12,4,WILD ACE,H009,M W Leung,C H Yip,120,1166,2,1.12.00,15,5,NA,NA,NA,NA,NA,11.25,2008010902
20080109,3,1,10,WIKI WIKI,CD205,D Whyte,D E Ferraris,118,1055,6,1.10.50,10,6,NA,NA,NA,NA,NA,NA,2008010903
20080109,3,2,9,RACING SPIRIT,E105,O Doleuze,K W Lui,120,1085,8,1.10.50,18,5,NA,NA,NA,NA,NA,N,2008010903
20080109,3,3,7,GOLDEN WIN,E062,B Prebble,P O'Sullivan,122,1136,2,1.10.60,3.2,4,NA,NA,NA,NA,NA,0.75,2008010903
20080109,3,4,3,TAKE IT EASY,J029,Y T Cheng,C H Yip,122,1025,3,1.10.70,3.9,2,NA,NA,NA,NA,NA,1.25,2008010903
20080109,3,5,5,ZEPHYRUS,H285,M Nunes,A T Millard,124,1080,9,1.10.70,86,9,NA,NA,NA,NA,NA,1.5,2008010903
20080109,3,6,11,OPTIC KING,E139,H W Lai,B K Ng,113,1092,4,1.10.90,7.1,3,NA,NA,NA,NA,NA,2.5,2008010903
20080109,3,7,4,WINNING PAL,J138,K L Chui,A S Cruz,119,1125,5,1.11.00,14,10,NA,NA,NA,NA,NA,3,2008010903
20080109,3,8,1,TIGER RIDGE,CD084,K T Yeung,A Schutz,124,1231,12,1.11.10,26,12,NA,NA,NA,NA,NA,3.5,2008010903
20080109,3,9,2,BITE MY DUST,H170,G Mosse,P F Yiu,130,1062,10,1.11.30,21,8,NA,NA,NA,NA,NA,4.75,2008010903
20080109,3,10,12,CALL ME CULLEN,H113,S K Sit,Y O Wong,111,1037,1,1.11.30,29,11,NA,NA,NA,NA,NA,5,2008010903
20080109,3,11,6,POWER DRAGON,G084,A Delpech,Y S Tsui,123,1153,11,1.11.50,11,NA,NA,NA,NA,NA,NA,6.25,2008010903
20080109,3,12,8,SOU MA TAM,H253,S Dye,C Fownes,120,1169,7,1.11.60,14,NA,NA,NA,NA,NA,NA,6.75,2008010903
20080109,4,1,8,MASTER DREAMER,E293,P H Lo,T K Ng,113,1040,1,1.42.10,16,4,NA,NA,NA,NA,NA,NA,2008010904
20080109,4,2,12,FRONTIER,H023,D Whyte,C H Yip,115,1103,7,1.42.30,3.6,2,NA,NA,NA,NA,NA,1.5,2008010904
20080109,4,3,11,SOHNA,G183,S Dye,S Woods,117,1081,2,1.42.30,6.3,6,NA,NA,NA,NA,NA,1.5,2008010904
20080109,4,4,5,CARE FREE MIDAS,H053,A Delpech,Y S Tsui,123,1038,12,1.42.40,68,3,NA,NA,NA,NA,NA,2,2008010904
20080109,4,5,10,SIXTY SECONDS,CB177,G Mosse,K L Man,120,1079,8,1.42.50,22,NA,NA,NA,NA,NA,NA,2.75,2008010904
20080109,4,6,6,GALLANT FALCON,CD194,O Doleuze,A T Millard,123,1166,3,1.42.50,11,NA,NA,NA,NA,NA,NA,2.75,2008010904
20080109,4,7,9,CLOVIS,H044,Y T Cheng,Y O Wong,116,1021,9,1.42.70,5.7,10,NA,NA,NA,NA,NA,3.5,2008010904
20080109,4,8,2,SOLAR,CC198,D Beadman,P F Yiu,128,1049,6,1.42.70,8,9,NA,NA,NA,NA,NA,3.75,2008010904
20080109,4,9,3,SUPER FIGHTER,E167,W M Lai,T W Leung,124,1079,5,1.42.70,16,NA,NA,NA,NA,NA,NA,3.75,2008010904
20080109,4,10,1,BRILLIANT FLASH,E042,K L Chui,C Fownes,124,1138,10,1.42.80,18,NA,NA,NA,NA,NA,NA,4.25,2008010904
20080109,4,11,7,SUPER FANTASY,CD162,C Soumillon,D E Ferraris,122,1089,11,1.42.80,27,11,NA,NA,NA,NA,NA,4.25,2008010904
20080109,4,12,4,TREASURE RAIDERS,E049,B Prebble,P O'Sullivan,126,1179,4,1.43.60,8.5,7,NA,NA,NA,NA,NA,9,2008010904
20080109,5,1,10,BEAUTY PLUS,CC213,Y T Cheng,K W Lui,114,1023,12,1.10.20,23,NA,NA,NA,NA,NA,NA,NA,2008010905
20080109,5,2,1,BEAUTIFUL DREAMER,H108,B Prebble,K L Man,132,1053,3,1.10.20,2.5,4,NA,NA,NA,NA,NA,N,2008010905
20080109,5,3,12,FEEL-SO-GOOD,G056,A Delpech,D E Ferraris,114,1172,8,1.10.30,7.6,8,NA,NA,NA,NA,NA,0.75,2008010905
20080109,5,4,4,ENCORE WIN,H251,D Whyte,D Cruz,123,1108,9,1.10.40,6.5,5,NA,NA,NA,NA,NA,1.25,2008010905
20080109,5,5,9,SOLAR MIGHTY,H124,G Mosse,A Lee,120,1173,5,1.10.40,11,7,NA,NA,NA,NA,NA,1.5,2008010905
20080109,5,6,7,SUPER HONEY,E187,M Nunes,J Size,121,1169,1,1.10.40,10,3,NA,NA,NA,NA,NA,1.5,2008010905
20080109,5,7,5,THE WORLD OF LOVE,CC066,O Doleuze,S Woods,123,1052,2,1.10.40,17,5,NA,NA,NA,NA,NA,1.75,2008010905
20080109,5,8,8,HURRAY HURRAY,H010,E Saint-Martin,D J Hall,120,1064,11,1.10.50,13,NA,NA,NA,NA,NA,NA,2,2008010905
20080109,5,9,6,ENGINEERING WONDER,CB300,H W Lai,L Ho,119,1122,4,1.10.50,17,9,NA,NA,NA,NA,NA,2,2008010905
20080109,5,10,11,CENTURY SUPER STAR,E070,K L Chui,A Schutz,109,1067,7,1.10.60,14,10,NA,NA,NA,NA,NA,2.5,2008010905
20080109,5,11,2,DASHING CHAMPION,CC015,K T Yeung,B K Ng,117,1163,6,1.10.80,42,2,NA,NA,NA,NA,NA,3.75,2008010905
20080109,5,12,3,FLYING SPRINTER,CD021,M W Leung,T W Leung,119,1202,10,1.10.90,57,1,NA,NA,NA,NA,NA,4.5,2008010905
20080109,6,1,3,FAT DRAGON,CD130,D Whyte,Y S Tsui,127,1098,6,1.40.60,6.1,5,NA,NA,NA,NA,NA,NA,2008010906
20080109,6,2,1,PRIME DELIGHT,E193,S Dye,C Fownes,132,1098,1,1.40.60,3.4,NA,NA,NA,NA,NA,NA,SH,2008010906
20080109,6,3,12,MY LUCK,E256,K L Chui,D J Hall,108,1157,10,1.40.80,13,NA,NA,NA,NA,NA,NA,1.75,2008010906
20080109,6,4,2,DIAMOND ERA,E040,C Soumillon,K L Man,129,1093,8,1.41.10,7.7,NA,NA,NA,NA,NA,NA,3.25,2008010906
20080109,6,5,9,KING HOGAN,E257,E Saint-Martin,K W Lui,121,1226,9,1.41.20,14,10,NA,NA,NA,NA,NA,4.25,2008010906
20080109,6,6,10,NOBLE SILENCE,CD238,A Delpech,D E Ferraris,121,1110,5,1.41.30,11,8,NA,NA,NA,NA,NA,4.5,2008010906
20080109,6,7,4,THE WITCH'S BROOM,H231,G Mosse,T W Leung,124,1151,3,1.41.40,5.1,4,NA,NA,NA,NA,NA,5.25,2008010906
20080109,6,8,5,BOBO WIN,CC238,M Nunes,D Cruz,123,1153,7,1.41.40,33,3,NA,NA,NA,NA,NA,5.25,2008010906
20080109,6,9,7,SUPER WONGCHOY,CB318,Y T Cheng,Y O Wong,121,1180,2,1.41.40,17,NA,NA,NA,NA,NA,NA,5.5,2008010906
20080109,6,10,8,BEST POWER,G006,O Doleuze,C S Shum,121,1063,12,1.41.50,20,12,NA,NA,NA,NA,NA,6,2008010906
20080109,6,11,11,CLASSIC REUNION,H166,M W Leung,J Moore,108,1121,11,1.41.60,21,7,NA,NA,NA,NA,NA,6.5,2008010906
20080109,6,12,6,DR WELL,CD165,S K Sit,C W Chang,121,1086,4,1.44.50,54,1,NA,NA,NA,NA,NA,ML,2008010906
20080109,7,1,11,CALIFORNIAMOUNTAIN,G310,K L Chui,A S Cruz,111,1063,8,1.49.80,11,1,NA,NA,NA,NA,NA,NA,2008010907
20080109,7,2,4,NOBLE CONQUEROR,G169,B Prebble,C Fownes,124,1143,10,1.49.90,5.8,5,NA,NA,NA,NA,NA,N,2008010907
20080109,7,3,8,SILVER SUN,E126,C Soumillon,C H Yip,121,1149,1,1.49.90,6.8,4,NA,NA,NA,NA,NA,0.75,2008010907
20080109,7,4,2,EXCELLENT BOY,E238,D Whyte,C Fownes,127,1056,5,1.50.10,7.4,7,NA,NA,NA,NA,NA,1.75,2008010907
20080109,7,5,7,YOUNG HERO,H071,G Mosse,A Lee,122,1025,9,1.50.10,8.4,6,NA,NA,NA,NA,NA,1.75,2008010907
20080109,7,6,6,WINNING REWARD,E254,H W Lai,K W Lui,119,1058,3,1.50.10,12,3,NA,NA,NA,NA,NA,2,2008010907
20080109,7,7,12,DISGUISE,G004,M Nunes,D E Ferraris,114,1091,2,1.50.20,11,2,NA,NA,NA,NA,NA,2.5,2008010907
20080109,7,8,3,FAMOUS DANCER,CD353,E Saint-Martin,J Moore,126,1079,11,1.50.50,17,12,NA,NA,NA,NA,NA,4.25,2008010907
20080109,7,9,5,EVER BRIGHT,G223,O Doleuze,P O'Sullivan,122,1109,7,1.50.60,6.8,9,NA,NA,NA,NA,NA,5,2008010907
20080109,7,10,10,SUPREME GAINS,G057,Y T Cheng,K L Man,116,1064,6,1.50.70,16,NA,NA,NA,NA,NA,NA,5.75,2008010907
20080109,7,11,9,SOUNDS BEST,E255,D Beadman,J Moore,119,1028,4,1.50.80,11,8,NA,NA,NA,NA,NA,6,2008010907
20080109,7,12,1,SYLLABUS,CD388,A Delpech,D E Ferraris,129,1149,12,1.50.90,32,11,NA,NA,NA,NA,NA,6.75,2008010907
20080109,8,1,7,ISLAND SPEED,G202,A Delpech,B K Ng,123,1187,3,0.56.90,6.5,2,NA,NA,NA,NA,NA,NA,2008010908
20080109,8,2,9,HONGKONG SUPERSTAR,H167,H W Lai,Y O Wong,116,1174,6,0.56.90,13,9,NA,NA,NA,NA,NA,N,2008010908
20080109,8,3,4,BLUE GENES,G055,M Nunes,P F Yiu,124,1116,1,0.57.00,5.6,NA,NA,NA,NA,NA,NA,0.75,2008010908
20080109,8,4,12,WINE WIN,G018,P H Lo,A Lee,110,1079,11,0.57.00,23,3,NA,NA,NA,NA,NA,1,2008010908
20080109,8,5,2,DIM SUM,H226,D Beadman,J Moore,125,1042,9,0.57.00,5,1,NA,NA,NA,NA,NA,1,2008010908
20080109,8,6,11,DIAMOND BRILLIANCE,H002,O Doleuze,K L Man,120,1143,8,0.57.10,9.4,5,NA,NA,NA,NA,NA,1.5,2008010908
20080109,8,7,10,NIRVANA,H270,S Dye,C Fownes,119,1141,7,0.57.20,6.2,4,NA,NA,NA,NA,NA,2,2008010908
20080109,8,8,5,EXPRESS WIN,J042,Y T Cheng,C H Yip,122,1113,2,0.57.20,7.3,10,NA,NA,NA,NA,NA,2.5,2008010908
20080109,8,9,1,LIBERAL'S KNIGHT,E272,D Whyte,J Size,129,1135,4,0.57.30,15,6,NA,NA,NA,NA,NA,2.5,2008010908
20080109,8,10,3,SUPERIOR UNIT,J045,K L Chui,D J Hall,120,1125,10,0.57.80,29,8,NA,NA,NA,NA,NA,6,2008010908
20080109,8,11,8,GIGA SPIRITS,E335,B Prebble,A S Cruz,119,1186,12,0.57.90,20,12,NA,NA,NA,NA,NA,6.5,2008010908
20080109,8,12,6,CLASSIC NAVIGATOR,CD330,W M Lai,T K Ng,121,1109,5,0.58.60,70,11,NA,NA,NA,NA,NA,11.25,2008010908
20080116,1,1,5,DIAMOND SUPREME,H265,G Mosse,A T Millard,123,1070,10,0.57.50,5.3,9,NA,NA,NA,NA,NA,NA,2008011601
20080116,1,2,1,CHINA HERO,H040,A Delpech,Y S Tsui,129,1118,1,0.57.70,5,3,NA,NA,NA,NA,NA,1.75,2008011601
20080116,1,3,3,GAUCHO,E033,D Whyte,D E Ferraris,126,1177,3,0.57.80,11,1,NA,NA,NA,NA,NA,2,2008011601
20080116,1,4,2,CHOICE AND CHANCE,CA381,M W Leung,T W Leung,121,1090,8,0.57.90,19,NA,NA,NA,NA,NA,NA,2.75,2008011601
20080116,1,5,9,OCEAN WIDE,J132,D Beadman,C Fownes,122,1064,6,0.58.00,4.7,8,NA,NA,NA,NA,NA,3.25,2008011601
20080116,1,6,10,EXPLODING,H046,F Coetzee,B K Ng,118,1092,4,0.58.10,3.8,5,NA,NA,NA,NA,NA,4.25,2008011601
20080116,1,7,6,ACTUARIAL TALENT,J028,E Saint-Martin,C S Shum,122,1038,5,0.58.40,9.9,6,NA,NA,NA,NA,NA,5.75,2008011601
20080116,1,8,7,GRAND GENERAL,J113,Z Purton,B K Ng,122,1117,9,0.58.70,37,6,NA,NA,NA,NA,NA,7.5,2008011601
20080116,1,9,4,HAPPY SUNDAY,E169,K T Yeung,A Lee,118,1112,2,0.58.80,14,4,NA,NA,NA,NA,NA,8.25,2008011601
20080116,1,10,8,MR WUNDERBAR,J068,M Nunes,K W Lui,122,1094,7,0.59.40,61,NA,NA,NA,NA,NA,NA,12,2008011601
20080116,2,1,2,POS TRUMPS,H295,D Whyte,P O'Sullivan,132,1105,3,1.10.80,3.9,3,NA,NA,NA,NA,NA,NA,2008011602
20080116,2,2,4,ASIAN CITRUS,H246,O Doleuze,D E Ferraris,128,1098,5,1.10.80,8.6,2,NA,NA,NA,NA,NA,SH,2008011602
20080116,2,3,5,DIVINE TOUCH,G291,G Mosse,A Lee,128,1140,4,1.11.10,8.4,1,NA,NA,NA,NA,NA,2,2008011602
20080116,2,4,9,ACTIVE VALOUR,G045,F Coetzee,B K Ng,119,1040,2,1.11.20,4,4,NA,NA,NA,NA,NA,2.5,2008011602
20080116,2,5,8,TATTENHALL DELIGHT,G068,Z Purton,T W Leung,121,1094,10,1.11.20,27,11,NA,NA,NA,NA,NA,2.75,2008011602
20080116,2,6,12,SOU MA TAM,H253,G Boss,C Fownes,117,1184,9,1.11.30,60,10,NA,NA,NA,NA,NA,3.25,2008011602
20080116,2,7,1,FRIENDSHIP,E066,K T Yeung,C S Shum,125,1033,1,1.11.30,4.1,4,NA,NA,NA,NA,NA,3.5,2008011602
20080116,2,8,3,THUNDER VALLEY,G074,K L Chui,D J Hall,124,1081,11,1.11.40,17,9,NA,NA,NA,NA,NA,4,2008011602
20080116,2,9,6,OCTAGONAL CANYON,J055,A Delpech,J Size,124,1048,6,1.11.60,24,7,NA,NA,NA,NA,NA,5.25,2008011602
20080116,2,10,11,MAINLAND MASTER,G044,M Nunes,A Schutz,115,1014,8,1.12.00,25,NA,NA,NA,NA,NA,NA,7.5,2008011602
20080116,2,11,10,GENERAL KINGY,CB039,S K Sit,Y S Tsui,115,1212,12,1.12.30,50,7,NA,NA,NA,NA,NA,9.5,2008011602
20080116,2,12,7,TERTIARY CHAMPION,J007,H W Lai,Y O Wong,121,1062,7,---,74,12,NA,NA,NA,NA,NA,ML,2008011602
20080116,2,WV,,LEADER,G012,C W Wong,C H Yip,108,1116,---,---,---,NA,NA,NA,NA,NA,NA,NA,2008011602
20080116,3,1,10,MY LUCK,E256,K L Chui,D J Hall,108,1157,4,1.40.40,6.5,NA,NA,NA,NA,NA,NA,NA,2008011603
20080116,3,2,1,OPERATION SECRET,H081,O Doleuze,D Cruz,132,1032,2,1.40.60,9.3,6,NA,NA,NA,NA,NA,1.25,2008011603
20080116,3,3,7,CLASSA SUPREME,G261,H W Lai,L Ho,118,1061,10,1.40.70,20,1,NA,NA,NA,NA,NA,2.25,2008011603
20080116,3,4,5,MULTI MILLIONS,CD207,G Mosse,K L Man,122,1126,1,1.40.80,19,5,NA,NA,NA,NA,NA,2.75,2008011603
20080116,3,5,4,DR POSSI,E288,C W Wong,C H Yip,121,1179,6,1.40.80,30,NA,NA,NA,NA,NA,NA,3,2008011603
20080116,3,6,8,VIVA FIGHTER,G307,F Coetzee,C Fownes,119,1142,8,1.40.80,7.5,9,NA,NA,NA,NA,NA,3,2008011603
20080116,3,7,9,I'M NO SQUARE,G078,G Boss,C Fownes,116,1136,9,1.41.20,13,NA,NA,NA,NA,NA,NA,5.25,2008011603
20080116,3,8,3,PROPELLOR,E263,Z Purton,T W Leung,127,1071,5,1.41.20,15,NA,NA,NA,NA,NA,NA,5.5,2008011603
20080116,3,9,6,PERSEVERANCE,CD243,B Prebble,A S Cruz,122,1090,7,1.41.30,3.1,4,NA,NA,NA,NA,NA,6,2008011603
20080116,3,10,2,WINNING SPEED,H322,D Whyte,P O'Sullivan,128,1108,3,1.41.50,4.4,10,NA,NA,NA,NA,NA,7.25,2008011603
20080116,4,1,3,MEGA BULLET,H192,D Beadman,C Fownes,130,1056,9,1.41.80,7.3,11,NA,NA,NA,NA,NA,NA,2008011604
20080116,4,2,10,SPARKLE,CB406,D Whyte,L Ho,121,1153,12,1.41.80,12,12,NA,NA,NA,NA,NA,NOSE,2008011604
20080116,4,3,11,FRAMES DEPOT,G118,E Saint-Martin,T K Ng,120,1069,11,1.41.90,12,4,NA,NA,NA,NA,NA,N,2008011604
20080116,4,4,7,PILLOW KING,E291,O Doleuze,A Schutz,126,1067,3,1.41.90,3.7,NA,NA,NA,NA,NA,NA,N,2008011604
20080116,4,5,9,SUPER POWER,H117,F Coetzee,C W Chang,124,1077,1,1.41.90,8.6,9,NA,NA,NA,NA,NA,0.75,2008011604
20080116,4,6,2,REWARDING STAR,G234,K L Chui,J Moore,126,1067,4,1.42.10,4.1,5,NA,NA,NA,NA,NA,1.75,2008011604
20080116,4,7,8,TELECOM TYCOON,CC039,A Delpech,D Cruz,126,1127,2,1.42.30,14,NA,NA,NA,NA,NA,NA,3.5,2008011604
20080116,4,8,5,TABBRIS,CB088,K T Yeung,A Lee,123,1201,5,1.42.70,18,1,NA,NA,NA,NA,NA,5.75,2008011604
20080116,4,9,4,PACIFIC ALLIANCE,CC230,G Mosse,S Woods,130,1125,7,1.42.80,16,5,NA,NA,NA,NA,NA,6.25,2008011604
20080116,4,10,12,MUTUAL GAIN,E275,M W Leung,T W Leung,111,1082,10,1.43.30,24,2,NA,NA,NA,NA,NA,9.25,2008011604
20080116,4,11,1,DASHING FLAIR,E330,C W Wong,B K Ng,126,1109,8,1.43.80,31,8,NA,NA,NA,NA,NA,12.25,2008011604
20080116,4,12,6,SIR OCTAVIUS,CB427,G Boss,P F Yiu,127,1103,6,1.44.50,35,9,NA,NA,NA,NA,NA,17,2008011604
20080116,5,1,6,SWEET BABY,G294,G Boss,P F Yiu,123,1052,4,1.51.40,5.1,9,NA,NA,NA,NA,NA,NA,2008011605
20080116,5,2,2,CHEERFUL HEART,CC206,O Doleuze,D E Ferraris,127,1128,3,1.51.60,14,NA,NA,NA,NA,NA,NA,1,2008011605
20080116,5,3,4,VINCERE,E324,D Beadman,J Moore,127,1143,12,1.51.70,11,3,NA,NA,NA,NA,NA,1.75,2008011605
20080116,5,4 DH,10,KINGSTON TEMPLE,H234,W M Lai,T K Ng,115,1101,11,1.51.70,75,8,NA,NA,NA,NA,NA,2.25,2008011605
20080116,5,4 DH,11,HAPPY ALL AROUND,CD248,K L Chui,A S Cruz,110,1047,2,1.51.70,8.2,5,NA,NA,NA,NA,NA,2.25,2008011605
20080116,5,6,7,VINTAGE GOLD,G094,M Nunes,S Woods,123,1046,10,1.51.90,10,1,NA,NA,NA,NA,NA,3.25,2008011605
20080116,5,7,1,CENTENNIAL SMILE,G165,D Whyte,D Cruz,129,1038,1,1.52.00,2.6,11,NA,NA,NA,NA,NA,3.75,2008011605
20080116,5,8,12,LAZY BUDDIES,CC208,M W Leung,A Lee,109,1156,5,1.52.00,38,12,NA,NA,NA,NA,NA,3.75,2008011605
20080116,5,9,5,HARRY HARRY,CD019,H W Lai,K L Man,122,1145,9,1.52.20,48,10,NA,NA,NA,NA,NA,5,2008011605
20080116,5,10,3,MEATH,E143,B Prebble,Y S Tsui,127,1074,7,1.52.30,8.2,NA,NA,NA,NA,NA,NA,5.5,2008011605
20080116,5,11,8,LIMONCELLO,H178,A Delpech,A T Millard,120,1089,6,1.53.80,20,NA,NA,NA,NA,NA,NA,14.75,2008011605
20080116,5,12,9,CITY SURFER,G129,C W Wong,C H Yip,113,1032,8,---,34,2,NA,NA,NA,NA,NA,ML,2008011605
20080116,6,1,7,CHAMPION LAD,H042,D Beadman,J Moore,124,1225,10,1.41.60,4.5,10,NA,NA,NA,NA,NA,NA,2008011606
20080116,6,2,6,BLISS STAR,E311,K L Chui,D J Hall,119,1234,7,1.41.60,18,1,NA,NA,NA,NA,NA,NOSE,2008011606
20080116,6,3,2,LIGHTNING SPEED,G263,D Whyte,P O'Sullivan,133,1050,9,1.41.70,3.7,7,NA,NA,NA,NA,NA,N,2008011606
20080116,6,4,4,KING OF FISH,CB105,G Mosse,K L Man,127,1137,4,1.41.70,9.7,5,NA,NA,NA,NA,NA,0.5,2008011606
20080116,6,5,9,KEY WINNER,G157,Z Purton,A Schutz,119,1047,1,1.41.70,11,NA,NA,NA,NA,NA,NA,0.75,2008011606
20080116,6,6,11,KING OF SHAVER,H041,K T Yeung,A Lee,111,1136,12,1.41.70,21,NA,NA,NA,NA,NA,NA,1,2008011606
20080116,6,7,10,PURE ALPHA,H008,M Nunes,S Woods,119,987,2,1.42.00,10,8,NA,NA,NA,NA,NA,2.75,2008011606
20080116,6,8,12,TOUCH DOWN,CB013,P H Lo,C W Chang,110,1200,6,1.42.10,38,NA,NA,NA,NA,NA,NA,3.25,2008011606
20080116,6,9,1,ADD THE FUN,CD308,O Doleuze,K W Lui,133,1137,11,1.42.20,7.6,12,NA,NA,NA,NA,NA,3.75,2008011606
20080116,6,10,3,DOUBLE PLEASURE,CD069,G Boss,D E Ferraris,132,1111,8,1.42.30,56,NA,NA,NA,NA,NA,NA,4.75,2008011606
20080116,6,11,8,TRIUMPH,CC214,C W Wong,C H Yip,118,1064,3,1.42.30,7.6,NA,NA,NA,NA,NA,NA,4.75,2008011606
20080116,6,12,5,CONQUEROR,E270,S K Sit,Y O Wong,123,1132,5,1.42.60,34,11,NA,NA,NA,NA,NA,6.5,2008011606
20080116,7,1,9,TEAM WORK,H276,O Doleuze,Y S Tsui,120,1050,7,0.57.10,3.6,4,NA,NA,NA,NA,NA,NA,2008011607
20080116,7,2,7,SILENT DRAGON,G200,K L Chui,D J Hall,118,1097,6,0.57.50,5.6,1,NA,NA,NA,NA,NA,2.75,2008011607
20080116,7,3,10,FLAG FINDER,E224,D Whyte,D E Ferraris,118,1091,8,0.57.70,6,NA,NA,NA,NA,NA,NA,3.5,2008011607
20080116,7,4,6,AMO,CB125,A Delpech,Y S Tsui,123,1174,1,0.57.70,14,6,NA,NA,NA,NA,NA,3.75,2008011607
20080116,7,5,11,KIMBERLEY MINES,CA367,M W Leung,T W Leung,113,1066,9,0.57.80,13,NA,NA,NA,NA,NA,NA,4.5,2008011607
20080116,7,6,4,MAGIC TURBO,J098,Z Purton,T W Leung,126,1033,2,0.58.00,40,9,NA,NA,NA,NA,NA,5.75,2008011607
20080116,7,7,5,MASTER CRISTO,H321,W M Lai,T K Ng,122,1106,10,0.58.30,41,12,NA,NA,NA,NA,NA,7.25,2008011607
20080116,7,8,12,STAY YOUNG,CD109,S K Sit,T W Leung,112,1091,11,0.58.30,99,11,NA,NA,NA,NA,NA,7.5,2008011607
20080116,7,9,1,PROFITING CHAMPION,H123,G Mosse,A Lee,129,1151,4,0.58.40,3.6,NA,NA,NA,NA,NA,NA,8,2008011607
20080116,7,10,2,CLASSA FOR EVER,CD085,H W Lai,L Ho,124,1090,5,0.58.40,17,3,NA,NA,NA,NA,NA,8.25,2008011607
20080116,7,11,8,MASTER GREEN,J104,K T Yeung,B K Ng,115,1033,12,0.58.60,86,7,NA,NA,NA,NA,NA,9.75,2008011607
20080116,7,12,3,ENCOSTA DON,H305,B Prebble,D J Hall,127,1111,3,0.58.70,20,5,NA,NA,NA,NA,NA,10.25,2008011607
20080116,8,1,7,LOCAL POWER,H296,C W Wong,C H Yip,116,1087,8,1.50.70,7.9,1,NA,NA,NA,NA,NA,NA,2008011608
20080116,8,2,4,CHATER SILK,G050,D Whyte,D E Ferraris,124,1146,5,1.50.80,3.5,5,NA,NA,NA,NA,NA,1.25,2008011608
20080116,8,3,6,JUBILOSO,CD381,E Saint-Martin,D J Hall,121,1136,1,1.50.90,8.6,3,NA,NA,NA,NA,NA,1.5,2008011608
20080116,8,4,8,PRIME TARGET,H242,G Boss,C Fownes,118,1043,3,1.51.00,4,6,NA,NA,NA,NA,NA,2,2008011608
